valor;descricao;local;bairro/cidade;quartos;garagem;banheiro;area(m2);iptu;condominio;novidade;suite;academia;varanda;transporte;salao;planejado
980000;"Área útil: 85 m2 Área total terreno: 6.200 m2 2 vagas de garagem 3 Dormitórios (Sendo 1 suíte) Sala em ""L"" Piso corrido de madeira Banheira ofurô com Hidromassagem na Suíte Armário...";Vila Mariana; São Paulo;3;2;2;85;0;800;Nenhuma;1;0;0;0;0;0
385000;Apartamento sem Condomínio para Venda, Residencial Espanha no bairro Parque das Nações, localizado na cidade de Santo André / SP, região ABC, ponto de referência Próximo do Centro...;Rua Espanha; Parque das Nações;2;1;1;70;0;0;Nenhuma;0;0;0;0;0;0
1127201;Apartamento à Venda, 113m² por R$ 1,127,201. Santo Amaro   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   B...;Rua Bento Branco de Andrade Filho; Santo Amaro;3;2;3;113;0;0;Nenhuma;0;0;0;0;0;0
720000;AlphavilleBarueri   SP62m2Andar alto !!!2 dorms sendo 1 suíteChurrasqueira1 vagaAgende hoje mesmo sua visita!Ligue: Cel./Whatsapp: Site: www.alphalinkimoveis.com.br;Alphaville; Barueri;2;1;2;62;20;590;Nenhuma;1;0;0;0;0;0
1220000;Apartamento alto padrão no Jardim Anália Franco em localização privilegiada, shopping, restaurantes, supermercados, clinicas, hospitais, padarias, lojas, centros comerciais e futur...;Vila Formosa; São Paulo;3;2;2;124;4200;1100;Nenhuma;0;0;0;0;0;0
1200000;•  Rua 620, centro   •  03 suítes   •  Sala de estar   •  Sala de jantar   •  Lavabo   • ;Rua 620; Centro;3;2;3;121;0;0;Super destaque;1;0;0;0;0;0
600000;Imóvel com 4 dormitórios sendo uma suíte, sala, cozinha, 4 banheiros, área de serviço espaçosa , dependência completa de empregada, área de lazer com churrasqueira e uma vaga de ga...;Avenida Affonso Penna; Macuco;4;1;4;180;263;650;Super destaque;1;0;0;0;0;0
149000;Credito Real Cidade Baixa vende amplo apartamento JK na divisa dos bairros Centro Histórico e Cidade Baixa. Apartamento JK em ótima localização próximo à UFRGS, Santa Casa, Cidade...;Avenida Desembargador André da Rocha; Centro Histórico;1;0;1;30;270;350;Super destaque;0;0;0;0;0;0
328700;Hall de Entrada 100% em mármore travertino, Acabamento com esquadrias brancas e portas de vidro   Modernidade Áreas comuns entregues equipadas e decoradas   projeto elaborado por a...;Rua Taubaté; Vila Baeta Neves;2;1;1;55;0;0;Nenhuma;0;0;0;0;0;0
330000;Hall de Entrada 100% em mármore travertino, Acabamento com esquadrias brancas e portas de vidro   Modernidade Áreas comuns entregues equipadas e decoradas   projeto elaborado por a...;Rua Taubaté; Vila Baeta Neves;2;1;1;55;0;0;Nenhuma;0;0;0;0;0;0
331300;Hall de Entrada 100% em mármore travertino, Acabamento com esquadrias brancas e portas de vidro   Modernidade Áreas comuns entregues equipadas e decoradas   projeto elaborado por a...;Rua Taubaté; Vila Baeta Neves;2;1;1;55;0;0;Nenhuma;0;0;0;0;0;0
359000;Apartamento com 106m, três quartos sendo uma suíte. Voltado para o nascente, piso laminado e todo no armário. Piso laminado, escaninho, sacada estendida com Lavabo. Uma vaga de gar...;Rua S 4; Setor Bela Vista;3;1;1;106;950;650;Nenhuma;1;0;1;0;0;0
385000;Lindo apartamento totalmente reformado e estruturado por arquiteto para conforto e tranquilidade do morador. Um dormitório com móveis planejados. Local privilegiado de Osasco, ao l...;Continental; Osasco;1;1;1;40;120;430;Nenhuma;0;0;0;0;0;1
1508610;Arkadio é um residencial incomparável de classe mundial, com o que há de mais arrojado em arquitetura e estilo de vida. Um projeto que oferece a dimensão mais elevada do luxo. Arte...;Rua Santo Arcádio; Jardim das Acacias;3;2;2;106;0;0;Nenhuma;0;0;0;0;0;0
519000;O apartamento está localizado no bairro Todos os Santos com 69 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro Possui área de fitness, espaço gourmet, área de brinquedo p...;Rua Piauí; Cachambi;3;1;1;69;0;0;Nenhuma;1;0;0;1;0;0
560000;A descoberta de um novo lugar para viver. Entre o mar e as montanhas que mais parece um resort de férias! Essa é a sensação desse apartamento 3 quartos, 77m² com vista inspiradora...;Rua Wilfred Penha Borges; Recreio Dos Bandeirantes;3;1;1;77;134;730;Nenhuma;0;0;0;0;0;0
480000;CODIGO IMOVEL: AP80080Apartamento com 02 dormitórios, 01 suíte, sala, cozinha, despensa, lavanderia, 01 vaga de garagem coberta, wc social.;Rua José Rodrigues Alves; São José;2;1;1;110;0;1;Nenhuma;1;0;0;0;0;0
265000;Apartamento para Venda no bairro Areal, localizado na cidade de Pelotas / RS, ponto de referência Próximo da Av Ferreira Viana.     Com 2 dormitórios, possui 1 banheiro, 2 vagas de...;Rua General Vasco Alves; Areal;2;2;1;69;415;312;Nenhuma;0;0;0;0;0;0
999600;Apartamento à Venda, 66m² por R$ 999,600. Vila Carrão   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Revenda ABC!   Basta pree...;Vila Carrão; São Paulo;3;2;2;66;0;0;Nenhuma;0;0;0;0;0;0
1724810;O empreendimento é próximo de duas linhas de metrô e está a 5 minutos a pé da estação Ana Rosa, linhas verde e azul, e está inserido no triângulo formado pela Avenida Sena Madureir...;Vila Mariana; São Paulo;3;2;4;109;0;0;Nenhuma;0;0;0;1;0;0
570000;Lindo apartamento próximo ao Centro/Cambui,  02 dormitórios sendo 01 suite, sendo que 01 dormitório foi transformado em sala estendida, podendo ser revertida, excelente acabamento...;Rua Ferreira Penteado; Centro;2;1;2;66;1200;407;Nenhuma;1;0;0;0;0;0
479000;Condomínio Garden Odessa   Orleans  Curitiba/Pr  Apartamento todo mobiliado em condomínio clube, com todas as facilidades da região. A 3 km do Park Shopping Barigui, Carrefour e Un...;Orleans; Curitiba;3;1;2;71;60;284;Nenhuma;0;0;0;0;0;0
650000;Localização privilegiada ao lado do corredor Vera Arruda, perto de tudo garantido aos moradores comodidade, apartamento nascente e composto de : Sala estar/jantar Varanda 03 quarto...;Rua José Carneiro da Cunha Sarmento; Jatiúca;3;2;3;96;0;670;Nenhuma;0;0;1;0;0;0
736000;COMODIDADESPiscinaQuadra esportivaPlaygroundSalão de jogos  ;Alto da Lapa; São Paulo;3;1;2;70;115;750;Nenhuma;0;0;0;0;1;0
580000;Apartamento de 2 dormitórios com suíte em Canasvieiras.  Apartamento muito bonito, cozinha e área de serviço com móveis planejados com fogão, forno elétrico e coifa, sala integrada...;Rua Mário Lacombe; Canasvieiras;2;1;2;73;1360;700;Destaque;1;0;0;0;0;1
155000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Nonoai, em Porto Alegre, com 2 dormitório(s), 0 vaga(s) de garagem, com área privativa de 60.95 m² e área total de 73.91...;Nonoai; Porto Alegre;2;0;1;60;40;300;Nenhuma;0;0;0;0;0;0
540000;Apartamento sem Condomínio para Venda no bairro Utinga, localizado na cidade de Santo André / SP, região ABC , ponto de referência Avenida dos Estados .     Com 3 dormitórios, send...;Rua Viena; Utinga;3;2;2;84;400;150;Nenhuma;0;0;0;0;0;0
1596000;New Incorp   Blend Vila Mariana   Empreendimento torre única, construído em 2016, Apartamento 108m², Living amplo para dois ambientes, Sala de Jantar, varanda Gourmet com churrasqu...;Rua Correia de Lemos; Chácara Inglesa;3;2;5;108;568;1200;Nenhuma;0;0;1;0;0;0
399550;Apartamento à Venda, 44m² por R$ 399,550. Vila Andrade   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Bas...;Rua Alexandre Benois; Vila Andrade;1;1;1;44;0;0;Nenhuma;0;0;0;0;0;0
550000;Apartamento no Jardim São Paulo com 72 m² de área útil, 3 quartos todos com armários planejados, banheiro social, lavabo com chuveiro, cozinha recém reformada com armários novos, l...;Rua Almirante Noronha; Jardim São Paulo;3;1;2;72;0;825;Super destaque;0;0;0;0;0;1
690000;"Lindo apartamento todo planejado 87m² à venda.  Possui 1 vaga de garagem; 3 dormitórios, sendo 1 suíte; Móveis planejados nos dormitórios, sala e cozinha.  Está posicionado com vis...";Jardim Tupanci; Barueri;3;1;2;87;0;0;Super destaque;1;0;0;0;0;1
2918000;COBERTURA A VENDA EM PERDIZES, 3 DORMITÓRIOS, 3 SUITE. 3 VAGAS DE GARAGEM. LAZER COMPLETO COM ESPAÇO GOURMET, LOUNGE COM BIBLIOTECA, FITNESS. LOCALIZADO A 4 MIN. DO PQ. ÁGUA BRANCA...;Rua São Geraldo; Perdizes;3;3;2;314;300;3000;Super destaque;1;0;0;0;0;0
455000;Km 18Osasco   SP70m2Andar altoVista livreTorre única02 dorms sendo 1 suíteSala ampliada com possibilidade de um 3o dormRepleto de armáriosEscritórioSacada envidraçada1 vagaAbsoluta...;Km 18; Osasco;2;1;2;70;0;0;Nenhuma;1;0;1;0;0;0
290000;Apartamento muito bonito, com excelente localização. Possui móveis planejados, sanca de gesso, hidromassagem. Aceita permuta com sobrado na cidade de São Caetano do Sul *(Preços e...;Rua Mercedes Salano Castineiras; Jardim Patente;2;1;1;67;12;460;Nenhuma;0;0;0;0;0;1
1314999;A arquitetura contemporânea e o alto padrão estão entre os destaques do Riserva 35 Home e Living, localizado no Alto da XV o empreendimento oferece 35 apartamentos com 11 opções de...;Rua Reinaldino Schaffenberg de Quadros; Cristo Rei;3;2;1;121;0;0;Nenhuma;0;0;0;0;0;0
260000;Apartamento situado em edifício fechado com portaria 24 horas. Edifício Residencial   Reserva da Mata.  Com 2 dormitórios, 1 W.C. social, sala com sacada, cozinha, área de serviço...;Bairro das Brotas; Itatiba;2;1;1;50;624;312;Nenhuma;0;0;1;0;0;0
1050000;Apartamento à Venda, 70m² por R$ 1,050,000. Jardim das Acácias   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEI...;Rua Joaquim Guarani; Jardim das Acacias;1;1;2;70;277;642;Nenhuma;0;0;0;0;0;0
570000;Luxor Imóveis vende apartamento com BELA DECORAÇÃO e com exposição solar durante O DIA TODO. Sala realmente ESPAÇOSA, com espaço para estar jantar e hoje, espaço utilizado também c...;Jardim Itú Sabará; Porto Alegre;3;2;3;88;1321;400;Nenhuma;0;0;0;0;0;0
730000;Apartamento com 2 dormitórios São 81m2 divididos em 2 dormitórios sendo 1 suíte (3 reversível), com ampla sala estendida e com uma sacada charmosa. São ainda 2 vagas de garagem. Co...;Avenida Lacerda Franco; Aclimação;2;2;3;81;328;1200;Nenhuma;1;0;1;0;0;0
160000;Ótimo aparatamento com sala, cozinha americana com balcão pia e bancada em granito, sacada, 2 quartos, ar condicionado, banheiro com box e espelho, sacada de serviço com blindex, g...;Vida Nova; Uberlândia;2;1;1;52;0;120;Nenhuma;0;0;1;0;0;0
449000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Jardim Do Salso, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 62.53 m² e área total...;Jardim do Salso; Porto Alegre;2;1;1;62;0;560;Nenhuma;0;0;0;0;0;0
410000;O apartamento está localizado no bairro Calhau com 72 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui salão para festas e eventos, academia, espaço gourmet. Vai l...;Avenida Deputado Luís Eduardo Magalhães; Calhau;3;1;2;72;0;0;Nenhuma;1;1;0;1;1;0
350000;Apartamento à venda  Jardim das Maravilhas   Santo André/SP    Área 50 m²   02 Dormitórios   Sala de estar   Cozinha   1 Banheiro   Área de serviço   1 Vaga de garagem  Prédio com...;Jardim das Maravilhas; Santo André;2;1;1;50;0;0;Nenhuma;0;0;0;0;0;0
800000;Lindo apartamento de cobertura com 155 m2, em localização privilegiada de Taubaté. Contém 03 quartos, sendo 02 suítes, piscina privativa, espaço gourmet e vista panorâmica para a s...;Barranco; Taubaté;3;2;3;155;1600;740;Nenhuma;1;0;0;0;0;0
1298000;Apartamento à Venda, 100m² por R$ 1,298,000. Chácara Inglesa   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Grupo Ipiranga imó...;Rua Guiratinga; Chácara Inglesa;3;2;3;100;505;1090;Nenhuma;0;0;0;0;0;0
510000;Venha conhecer esta unidade no Portal do Morumbi, ótima localização, lazer completo. Agende sua visita!1102;Avenida Doutor Guilherme Dumont Villares; Morumbi;2;3;3;120;540;1780;Nenhuma;0;0;0;0;0;0
480000;Apartamento reformado, com amplos cômodos, armários planejados de boa qualidade nos dormitórios, cozinha e wc´s. A localizaçõ é excelente, próximo ao centro comercial de Santa Tere...;Rua Silva Jardim; Santa Teresinha;3;1;2;110;0;400;Nenhuma;0;0;0;0;0;1
295000;Apartamento Sem Condomínio para Venda na Vila Curuçá em Santo André.  Com 50m² o imóvel conta com 02 dormitórios sendo 01 suíte com sacada, sala integrada com a cozinha, área de se...;Vila Curuçá; Santo André;2;1;1;50;300;100;Nenhuma;1;0;1;0;0;0
636000;Apartamento com porteira fechada na República!    Imóvel possui 48m²  1 quarto  1 banheiro  1 vaga de garagem  Armários planejados  Ar condicionado na sala e quarto  Porta com fech...;Praça Júlio Mesquita; República;1;1;1;48;0;420;Nenhuma;0;0;0;0;0;1
286000;Apartamento à venda   Viva Felicitá Residencial Club, Hortolândia/SP  2 dormitórios, varanda com churrasqueira, 1 vaga de garagem coberta, 2 pontos de ar condicionado. Condomínio c...;Jardim Rosolém; Hortolândia;2;1;1;56;350;340;Nenhuma;0;0;1;0;0;0
530000;"Loft: Apto Tijuca | 2 Quartos | 78 m² | Cond: R$350.00 | 0Vagas  Clique em ""Contatar Anunciante"", e receba o link por whatsapp para agendar sua visita totalmente online no nosso si...";Rua Conde de Bonfim; Tijuca;2;0;2;78;100;350;Nenhuma;0;0;0;0;0;0
828920;Apartamento excelente localização, próximo ao metrô Vila Madalena   57m² com mezanino, repleto de armários embutidos, amplo espaço para home office. Lazer Completo, ótimo acabament...;Rua Paulistânia; Sumarezinho;1;1;1;57;0;766;Nenhuma;0;0;0;0;0;0
650000;Excelente imóvel localizado na Praia do Itararé em São Vicente, em localização privilegiada, perto de farmácia, academia, padaria, mercado, entre outros. Esta em ótimas condições d...;Avenida Manoel da Nóbrega; Itararé;2;1;3;110;438;800;Destaque;0;1;0;0;0;0
1550000;Localização privilegiada, próximo ao BH Shopping, Avenida Raja Gabaglia, Epa Plus.  Prédio: imponente com revestimento em pastilhas, granito e vidro. Hall decorado, guarita com por...;Rua Juvenal Melo Senra; Belvedere;4;3;3;155;700;2150;Super destaque;0;0;0;0;0;0
550000;Apartamento de três quartos, sendo uma suíte, nascente e com aproximadamente 72m² de área privativa. O imóvel atualmente conta com um dos quartos revertido para gabinete, sala ampl...;Rua Manoel Andrade; Pituba;3;2;3;72;122;997;Super destaque;1;0;0;0;0;0
799999;Cód: NSAP21162. Apartamento a venda em Copacabana, coladinho ao metrô da General Osório, fundos, super silencioso, vista para o verde. Original três quartos revertidos para dois, f...;Rua Sá Ferreira; Copacabana;2;0;2;90;1500;1300;Super destaque;0;0;0;0;0;0
550000;O apartamento está localizado no bairro Vila Andrade possui 73 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço jardinado, parquinho com di...;Rua Celso Ramos; Vila Andrade;3;2;2;73;2;700;Nenhuma;1;0;0;1;0;0
400000;Abrimos as portas para quem quer alugar rápido, sem fiador e com muita segurança. Busque o código do imóvel em nosso site e agende hoje mesmo uma visita:SO QuintoAndar usa a tecnol...;Praça Pompéia; Jardim Bela Vista;2;1;2;72;41;681;Destaque;0;0;0;0;0;0
350000;Somos fiscalizados pelo Banco Central do Brasil. Crédito RURAL ARRENDAMENTO disponível com taxa de 1,2% a 1,9% ao Ano.  Crédito R$ 200.000,00 Entrada: R$ 8.270,00 (dividida em 4x)...;Aviação; Praia Grande;2;1;1;62;0;0;Nenhuma;0;0;0;0;0;0
515000;Localizado próximo ao centro da cidade (Fórum, Prefeitura, Teatro) a uma quadra da av. Portugal, com padarias, clínicas, bancos e comércios em geral. Salão de festas, salão de jogo...;Rua Almirante Tamandaré; Centro;2;3;1;67;46;700;Nenhuma;0;0;0;0;1;0
298428;GARANTA O SEU APARTAMENTO...  O Santo Antônio 7 está localizado no bairro que mais cresce na Praia Grande   a Vila Mirim, onde estão localizadas diversas repartições públicas, o te...;Mirim; Praia Grande;1;1;1;45;0;0;Nenhuma;0;0;0;0;0;0
620000;"Ótimo apartamento a venda na Vila Guilherme.  Características:      2 dormitórios sendo 1 suíte;     Banheiro;      Sala ampliada para 3 ambientes, tendo opção de fechar novamente...";Rua Maria Cândida; Vila Guilherme;2;2;1;75;63;560;Destaque;1;0;0;0;0;0
540000;Apartamento com área total de 84m², linda vista panorâmica, 1 sala, 1 suíte, cozinha americana, área de serviço independente, 2 vagas de garagem. Infraestrutura: elevador, interfon...;Rua Monte Simplon; Salgado Filho;3;2;2;84;0;0;Nenhuma;1;0;0;0;0;0
750000;Maravilhoso Apartamento de 103 m², originalmente com 4 dormitórios, transformados em 3 dormitórios para ampliação da sala, sendo 1 suíte, lavabo, terraço gourmet com churrasqueira,...;Rua Doutor Ramos de Azevedo; Centro;3;2;3;103;250;690;Nenhuma;1;0;1;0;0;0
292000;Apartamento, com 02 dormitórios, sala com dois ambientes, varanda, cozinha, área de serviço e banheiro. Rico em armários. Condomínio com portaria 24 horas, e lazer completo, inclui...;Ortizes; Valinhos;2;1;1;60;93;395;Nenhuma;0;0;1;0;0;0
540000;Apartamento à venda 63 m² na Saúde: considerado um bairro nobre, está localizada na Zona Sul de São Paulo e é vizinha de bairros como Vila Mariana, Moema e Campo Belo. O distrito é...;Rua Lomas Valentinas; Saúde;2;2;2;63;225;740;Nenhuma;0;0;0;0;0;0
950000;Apartamento IMPECÁVEL com 114m² de área privativa, andar alto, vista livre, armários planejados em todos os ambientes, 03 dormitórios, (sendo 01 suíte), sala ampliada, lavabo, vara...;Rua Antônio Gomes; Vila Santo Antonio;3;2;4;114;3276;791;Nenhuma;1;0;0;0;0;1
450000;Apartamento para vender no Centro em Campinas, na Avenida Moraes Salles com 100 metros. Apartamento com 2 dormitórios, banheiro social, quarto e banheiro de empregada reversível, p...;Centro; Campinas;2;1;2;100;1307;760;Nenhuma;0;0;0;1;0;0
670000;Condomínio com uma ótima Localização, perto de dois Shoppings (Morumbi Town Shopping e Shopping Jardim Sul). Nas proximidades também ha colégios (Escola Pentagono Colegio Unidade M...;Rua Carvalho de Freitas; Vila Andrade;2;2;3;80;400;660;Nenhuma;0;0;0;0;0;0
1169000;Apartamento de 85 m², planta com 3 dormitórios, sendo 1 suíte, lavabo, varanda e duas vagas de garagem a apenas 400 metros do Shopping Metrô Santa Cruz (linha Azul e Lilás do Metrô...;Vila Mariana; São Paulo;3;2;3;85;0;0;Destaque;1;0;1;1;0;0
578999; ;Rua Conde de São Joaquim; Bela Vista;2;1;2;70;0;400;Nenhuma;0;0;0;0;0;0
140000; Excelente apartamento, claro, arejado, com vista e privacidade definitiva, ótima localização, de fácil acesso, bem ao lado do variado e rico comércio .   Apartamento:   * S...;Avenida Wilson Tavares Ribeiro; Chácaras Reunidas Santa Terezinha;2;1;1;46;0;180;Nenhuma;0;0;0;0;0;0
320000;Ótima localização próximo Av. Kennedy, comércios e shopping Golden Square.1 dormitório   Torre única.  ;Jardim do Mar; São Bernardo do Campo;1;0;1;46;56;330;Nenhuma;0;0;0;0;0;0
890000;Apartamento com fino acabamento, repleto de armários, varanda gourmet fechada com vidro, suíte com closet e escritório Próximo a Avenida Salim Farah Maluf, a 5 minutos do metrô Vil...;Vila Prudente; São Paulo;3;2;2;104;351;970;Nenhuma;1;0;1;0;0;0
323850;EXCELENTE APARTAMENTO!!! Baeta Neves  SBC/SP  2 dormitórios, sala ampla, cozinha, 1 WC, área de serviço e 1 vaga coberta. O condomínio possui lazer completo piscina adulto c/ raia,...;Rua Taubaté; Baeta Neves;2;1;1;55;0;0;Nenhuma;0;0;0;0;0;0
321810;EXCELENTE APARTAMENTO!!! Baeta Neves  SBC/SP  2 dormitórios, sala ampla, cozinha, 1 WC, área de serviço e 1 vaga coberta. O condomínio possui lazer completo piscina adulto c/ raia,...;Rua Taubaté; Baeta Neves;2;1;1;55;0;0;Nenhuma;0;0;0;0;0;0
321810;EXCELENTE APARTAMENTO!!! Baeta Neves  SBC/SP  2 dormitórios, sala ampla, cozinha, 1 WC, área de serviço e 1 vaga coberta. O condomínio possui lazer completo piscina adulto c/ raia,...;Rua Taubaté; Baeta Neves;2;1;1;55;0;0;Nenhuma;0;0;0;0;0;0
850000;Lindo apartamento no coração do bairro Rio Branco. Apartamento de 3 dormitórios (transformado em 2 dormitórios, porém reversível) ampliando a suíte do casal em suíte master com clo...;Rua Castro Alves; Rio Branco;3;2;3;96;0;700;Super destaque;1;0;0;0;0;0
200000;Apartamento de 2 (dois) dormitórios no bairro Gloria em Porto Alegre.   Apartamento de 02 (dois) dormitórios amplos com posição solar Norte/Leste, bem ventilado.Banheiro reformado...;Rua Pedro Boticário; Glória;2;0;1;57;380;235;Super destaque;0;0;0;0;0;0
330000;Apartamento de 2 dormitórios no bairro Cidade Baixa em Porto Alegre. Ótimo apartamento ensolarado e arejado com 2 amplos dormitórios, living 2 ambientes, banheiro social e cozinha...;Rua João Alfredo; Cidade Baixa;2;0;1;54;570;275;Super destaque;0;0;0;0;0;0
455000;FELICITY A VENDA, APARTAMENTO IMPECAVEL.. DE CINEMA.  Apartamento em andar alto com agradável vista para região do shopping Iguatemi. São 3 quartos, sendo uma suíte, todas com armá...;Avenida Doutor Bernardo Kaplan; Parque Brasília;3;2;2;72;1570;650;Nenhuma;1;0;0;0;0;0
830000;COMODIDADESPiscinaEspaço gourmetAcademia  ;Vila Olímpia; São Paulo;1;1;2;58;176;1250;Nenhuma;0;1;0;0;0;0
385000;Apartamento a venda no Condomínio Malumar, 97m com 3 dormitórios com armários planejados, piso em carpete de madeira, 1 banheiro, sala com 2 ambientes e teto rebaixado, em gesso co...;Avenida Mariana Ubaldina do Espírito Santo; Macedo;3;1;1;97;25;425;Destaque;0;0;0;0;0;1
230000;Venha conhecer este apartamento em prédio individual com 16 moradias, com medidores de água e luz individualizados e elevador social, localizado a 2 quarteirões da Av. Doutor Alvar...;Santa Mônica; Belo Horizonte;2;1;1;45;0;0;Nenhuma;0;0;0;0;0;0
170000;ende se Apartamento em Guarulhos/ Vila Rio de Janeiro  Condomínio Havaí, localizado em uma das melhores regiões Guarulhos, a 1,3km do Shopping Maia, 2,7km do Bosque Maia e Paulo Fa...;Avenida Benjamin Harris Hunnicutt; dois Gramado Portal;2;1;1;62;0;430;Nenhuma;0;0;0;0;0;0
325000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Praia de Belas, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 60.23 m² e área total...;Praia de Belas; Porto Alegre;2;1;2;60;442;238;Nenhuma;0;0;0;0;0;0
1047000;Apartamento à Venda, 77m² por R$ 1,047,000. Moema   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta pr...;Avenida Jamaris; Moema;2;1;3;77;286;601;Nenhuma;0;0;0;0;0;0
262500;Ótimo apartamento constituído por: 01 sala, sala de jantar, 03 quartos sendo 01 suíte, 1 banheiro social, cozinha, área de serviço, sacada francesa, garagem 02 vagas cobertas. Área...;Tubalina; Uberlândia;3;2;1;69;0;330;Nenhuma;1;0;1;0;0;0
900000;Apartamento em Edifício San Pietro com 3 dormitórios sendo 1 suíte, com armários. Possui 153 metros quadrados  Ampla Sala Lavabo Banheiro Social  Banheiro de serviço Cozinha planej...;Parque Residencial Aquarius; São José dos Campos;3;2;2;153;181;799;Nenhuma;1;0;0;1;0;0
920000;Conheça as características deste lindo apartamento.    3 Dormitórios sendo uma suíte   Home office   Cozinha   Lavabo   Sala  Lazer no Condomínio:    4 Salões de festas   3 Churras...;Rua Adalbert Bogsan; Parque Residencial Aquarius;3;2;3;116;1500;600;Nenhuma;1;0;0;0;0;0
915000;Apartamento à Venda, 122m² por R$ 915,000. Vila Andrade   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Ba...;Rua José Gonçalves; Vila Andrade;3;2;3;122;384;1152;Nenhuma;0;0;0;0;0;0
850000;158M² de área útilCOBERTURA DUPLEX 3 SUÍTES ÀREA GOURMET COM OFURÔ 2 VAGAS DE GARAGEM  PRIVATIVASA Vila Guilhermina que se destaca por seus imóveis valorizados além de possuir dive...;Vila Guilhermina; Praia Grande;3;2;4;158;0;0;Nenhuma;1;0;0;0;0;0
466500;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Bom Jesus, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 69.33 m² e área total de 79...;Bom Jesus; Porto Alegre;2;1;2;69;0;0;Nenhuma;0;0;0;0;0;0
170220;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Camaquã, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 48.41 m² e área total de 54.2...;Camaquã; Porto Alegre;2;1;1;48;0;350;Nenhuma;0;0;0;0;0;0
170000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Camaquã, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 48.41 m² e área total de 54.2...;Camaquã; Porto Alegre;2;1;1;48;0;372;Nenhuma;0;0;0;0;0;0
240000;Apartamento em condomínio fechado novinho e pronto para morar!  ;Rua Maria Mercedes Etter Von Zuben; Jardim Antonio Von Zuben;2;1;1;43;0;215;Nenhuma;0;0;0;0;0;0
520000;LINDO APARTAMENTO A VENDA NO CONDOMÍNIO PALAZZO REALE, JARDIM BONFIGLIOLI EM JUNDIAÍ/SP  Apartamento impecável, todo reformado, finamente decorado com detalhes e acabamentos que va...;Parque Residencial Nove de Julho; Jundiaí;2;1;1;71;160;450;Nenhuma;0;0;0;0;0;0
380000;Apartamento para venda em Cambuí de 42.00m² com 1 Quarto e 1 Garagem;Cambuí; Campinas;1;1;1;42;0;450;Nenhuma;0;0;0;0;0;0
790000;Lindo apartamento pronto para morar no coração do Tatuapé. Imóvel amplo cuidadosamente projetado e finalizado para oferecer bem estar e conforto. Conta ainda com uma belíssima sala...;Tatuapé; São Paulo;3;2;1;73;220;600;Nenhuma;0;0;0;0;0;0
1100000;Apartamento 02 dormitórios 01 Suíte na Vila Mariana   Venda!   Proprietário estuda troca por um apartamento menor na mesma região.   Excelente planta.   Edifício construído pela ex...;Vila Mariana; São Paulo;2;1;2;69;250;900;Nenhuma;1;0;0;0;0;0
380000;Apartamento à venda no bairro Jardim São Dimas.  Com 2 dormitórios, sala, cozinha ampla, banheiro de auxiliar doméstica, banheiro social e 1 vaga de garagem.  Excelente localização...;Avenida Doutor Adhemar de Barros; Jardim São Dimas;2;1;1;70;60;400;Nenhuma;0;0;0;0;0;0
1200000; ;Rua Belfort Roxo; Copacabana;3;1;3;110;332;0;Super destaque;0;0;0;0;0;0
200000;QNL 19   Apartamento 2 Quartos Nascente     2 Quartos   Sala   Cozinha   Área de serviço   Banheiro social   1 Vaga de garagem coberta   De Meio  Excelente apartamento, próximo do...;Taguatinga Norte; Brasília;2;1;1;60;0;320;Super destaque;0;0;0;0;0;0
1350000;Seu lugar é na Brava! A 200 metros da praia, seu apartamento exclusivo. 1 apartamento por andar e elevador com senha direto ao hall. São apartamentos Tipo com 2 suítes 92,03m2 de á...;Praia dos Amores; Balneário Camboriú;2;2;2;92;0;0;Super destaque;1;0;0;1;0;0
