objectid,cl,logradouro,codbairro,bairro,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação
1288907,161984,RUA JERSON POMPEU PINHEIRO,128,Barra da Tijuca           ,2,TERRITORIAL,100,823,1926846.855,1926846.855,COMPRA E VENDA,2014
1288908,223594,RUA PAULO CARNEIRO DA CUNHA,128,Barra da Tijuca           ,2,TERRITORIAL,100,600,959040,959040,COMPRA E VENDA,2014
1288909,223685,RUA OLMAR DA SILVEIRA,128,Barra da Tijuca           ,2,TERRITORIAL,100,600,1478520,1478520,COMPRA E VENDA,2014
1288910,225565,RUA DORA LUCIA HIDALGO PEREZ,128,Barra da Tijuca           ,2,TERRITORIAL,100,765.5,1666107.505,1666107.505,COMPRA E VENDA,2014
1288911,225656,RUA FERNANDO BARBOSA LIMA,128,Barra da Tijuca           ,4,TERRITORIAL,100,676.25,1289149.9975,1289149.9975,COMPRA E VENDA,2014
1288912,225722,RUA BUZA FERRAZ,128,Barra da Tijuca           ,3,TERRITORIAL,100,745.333333,1524398.336666,1524398.336666,COMPRA E VENDA,2014
1288913,031690,ETR DO MORGADO,131,Vargem Grande             ,3,TERRITORIAL,0.253333,67202,3494.646666,1191398.196666,COMPRA E VENDA,2014
1288914,197384,RUA MARIO LISBOA DE CARVALHO,131,Vargem Grande             ,2,TERRITORIAL,70.655,775,112448.965,147911.955,COMPRA E VENDA,2014
1288915,031997,AVN ANDRE GRABOIS,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100,600,460434,460434,COMPRA E VENDA,2014
1288916,095547,SRV E PLT 51 55 12915,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,12.67,14875,1281666.656666,10115758.933333,COMPRA E VENDA,2014
1288917,095554,SRV F PLT 515512915/RUA37 PAA12247,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,30.833333,670.333333,297528.34,926417.34,COMPRA E VENDA,2014
1288918,101337,VIA SERV B PAL 19170,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,11.7375,10788.25,1195078.57,7883552.4675,COMPRA E VENDA,2014
1288919,104703,AVN JARBAS DE CARVALHO,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100,740.5,849999.995,849999.995,COMPRA E VENDA,2014
1288920,167734,RUA SAO FRANCISCO DE ASSIS,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,71.71,612,1634618.095,2429002.98,COMPRA E VENDA,2014
1288921,054080,ETR JOAO MELO,144,Campo Grande,3,TERRITORIAL,100,366.333333,275585.53,275585.53,COMPRA E VENDA,2015
1288922,099457,RUA RODRIGO HENRIQUES,144,Campo Grande,6,TERRITORIAL,58.333333,288.666666,145268.326666,229519.916666,COMPRA E VENDA,2015
1288923,116582,RUA 30 PAL 24477,144,Campo Grande,3,TERRITORIAL,100,614,90912.86,90912.86,COMPRA E VENDA,2015
1288924,155960,RUA SILVES,144,Campo Grande,2,TERRITORIAL,100,120,101829.25,101829.25,COMPRA E VENDA,2015
1288925,163501,RUA DORIVAL FERREIRA,144,Campo Grande,4,TERRITORIAL,100,153,127892.6975,127892.6975,COMPRA E VENDA,2015
1288926,168088,RUA JORGE CORREA TOMAS,144,Campo Grande,3,TERRITORIAL,100,153,112335.46,112335.46,COMPRA E VENDA,2015
1288927,175208,RUA JULIO FRANCISCO SANTOS,144,Campo Grande,10,TERRITORIAL,100,270,29405.14,29405.14,COMPRA E VENDA,2015
1288928,175224,RUA JOAO FERREIRA,144,Campo Grande,8,TERRITORIAL,100,246.125,29228.22125,29228.22125,COMPRA E VENDA,2015
1288929,189555,RUA JOSE MANOEL DA SILVA,144,Campo Grande,2,TERRITORIAL,75,142.5,61824.91,81220.96,COMPRA E VENDA,2015
1288930,192468,RUA IVO BAPTISTA SUZANO,144,Campo Grande,4,TERRITORIAL,100,227,74731.6,74731.6,COMPRA E VENDA,2015
1288931,212035,RUA DARCY RIBEIRO (EDUCADOR),144,Campo Grande,2,TERRITORIAL,100,136,55639.58,55639.58,COMPRA E VENDA,2015
1288932,218396,RUA SILVIO BARBATO (MAESTRO),144,Campo Grande,2,TERRITORIAL,100,255.5,269195.055,269195.055,COMPRA E VENDA,2015
1288933,220368,RUA NARA LEAO,144,Campo Grande,9,TERRITORIAL,100,128.222222,126882.494444,126882.494444,COMPRA E VENDA,2015
1288934,221945,RUA YARA VARGAS,144,Campo Grande,4,TERRITORIAL,100,437.5,301395.0525,301395.0525,COMPRA E VENDA,2015
1288935,226407,RUA FRANCISCO SCLIAR,144,Campo Grande,3,TERRITORIAL,100,179,151127.556666,151127.556666,COMPRA E VENDA,2015
1288936,474536,RUA HUGO CARVANA (ATOR),144,Campo Grande,2,TERRITORIAL,100,154.5,94682.065,94682.065,COMPRA E VENDA,2015
1288937,151498,RUA ROSARIO DO SUL,145,Senador Vasconcelos       ,2,TERRITORIAL,100,149,16209.725,16209.725,COMPRA E VENDA,2015
1288938,110320,RUA ALFREDO DE AZEVEDO,146,Inhoaíba                  ,2,TERRITORIAL,75,256,34649.545,46014.6,COMPRA E VENDA,2015
1288939,200675,RUA GROSELHA,147,Cosmos                    ,5,TERRITORIAL,100,227,80391.598,80391.598,COMPRA E VENDA,2015
1288940,200683,RUA CAJA MANGA,147,Cosmos                    ,4,TERRITORIAL,100,153,58576.79,58576.79,COMPRA E VENDA,2015
1288941,012427,ETR ATERRADO DO LEME,149,Santa Cruz                ,3,TERRITORIAL,38.2,2444449.333333,1068580.153333,8707198.486666,COMPRA E VENDA,2015
1288942,052498,RUA APORUNA,149,Santa Cruz                ,2,TERRITORIAL,62.5,11877.5,902257.75,1584862.765,COMPRA E VENDA,2015
1288943,057638,ETR RETA DO RIO GRANDE,149,Santa Cruz                ,2,TERRITORIAL,50,13341,1330401.21,2660802.42,COMPRA E VENDA,2015
1288944,006957,RUA RAFAEL BORDALO,151,Guaratiba                 ,12,TERRITORIAL,100,643.916666,72264.164166,72264.164166,COMPRA E VENDA,2015
1288945,015263,ETR CACHAMORRA,151,Guaratiba                 ,21,TERRITORIAL,100,387,72504.407142,72504.407142,COMPRA E VENDA,2015
1288946,029587,ETR DO MAGARCA,151,Guaratiba                 ,2,TERRITORIAL,100,268.5,47126.435,47126.435,COMPRA E VENDA,2015
1288947,031286,ETR DA MATRIZ,151,Guaratiba                 ,7,TERRITORIAL,100,329.428571,81593.402857,81593.402857,COMPRA E VENDA,2015
1288948,125708,RUA COLE (COMEDIANTE),151,Guaratiba                 ,3,TERRITORIAL,100,300,46407.03,46407.03,COMPRA E VENDA,2015
1288949,125740,RUA 38 PAL 18529,151,Guaratiba                 ,3,TERRITORIAL,100,318,40457.41,40457.41,COMPRA E VENDA,2015
1288950,126318,RUA 96 PAL 18529,151,Guaratiba                 ,2,TERRITORIAL,100,300,36972.62,36972.62,COMPRA E VENDA,2015
1288951,135897,RUA DONATELLO,151,Guaratiba                 ,2,TERRITORIAL,100,360,77853.72,77853.72,COMPRA E VENDA,2015
1288952,136176,RUA FRANCISCO KARAM,151,Guaratiba                 ,2,TERRITORIAL,100,355,70498.285,70498.285,COMPRA E VENDA,2015
1288953,136192,RUA DURVAL DE MORAES,151,Guaratiba                 ,2,TERRITORIAL,100,362,68282.38,68282.38,COMPRA E VENDA,2015
1288954,215871,RUA B PAA 11467/PAL 44778,144,Campo Grande,2,TERRITORIAL,75,128,89100.6,118800.805,COMPRA E VENDA,2015
1288955,226399,RUA GUILHERME DE BRITO,144,Campo Grande,2,TERRITORIAL,100,153.5,144258.115,144258.115,COMPRA E VENDA,2015
1288956,228478,RUA 11 PAA 11519/PAL 44874,144,Campo Grande,3,TERRITORIAL,100,133.333333,122841.636666,122841.636666,COMPRA E VENDA,2015
1288957,474973,RUA A PAA 12085/PAL 46941,144,Campo Grande,6,TERRITORIAL,100,466.166666,260326.265,260326.265,COMPRA E VENDA,2015
1288958,092395,RUA PACUARE,147,Cosmos                    ,4,TERRITORIAL,100,298933.5,2000325.26,2000325.26,COMPRA E VENDA,2015
1288959,205112,RUA CARLOS DUVAL,147,Cosmos                    ,6,TERRITORIAL,100,158,49820.646666,49820.646666,COMPRA E VENDA,2015
1288960,031732,AVN PADRE GUILHERME DECAMINADA,149,Santa Cruz                ,2,TERRITORIAL,100,54671,778185.135,778185.135,COMPRA E VENDA,2015
1288961,087049,AVN BRASIL,149,Santa Cruz                ,4,TERRITORIAL,25,116358,1714924.35,6859697.4,COMPRA E VENDA,2015
1288962,168930,RUA OSWALDO PORTO ROCHA,149,Santa Cruz                ,3,TERRITORIAL,100,270,52720.516666,52720.516666,COMPRA E VENDA,2015
1288963,222224,RUA C PAA 11712/PAL 45370,149,Santa Cruz                ,2,TERRITORIAL,100,225,129624.34,129624.34,COMPRA E VENDA,2015
1288964,227090,RUA C PAA 11694/PAL 45286,149,Santa Cruz                ,2,TERRITORIAL,100,144,92839.06,92839.06,COMPRA E VENDA,2015
1288965,000885,RUA Y PAL 19600,151,Guaratiba                 ,2,TERRITORIAL,100,390,62973.295,62973.295,COMPRA E VENDA,2015
1288966,005694,AVN SAO JOSE DOS CAMPOS,151,Guaratiba                 ,2,TERRITORIAL,100,225,33827.4,33827.4,COMPRA E VENDA,2015
1288967,006221,RUA CACHOEIRA ALTA,151,Guaratiba                 ,2,TERRITORIAL,100,220.5,34498.78,34498.78,COMPRA E VENDA,2015
1288968,006577,RUA TEFE,151,Guaratiba                 ,3,TERRITORIAL,66.666666,226,24570.563333,37712.963333,COMPRA E VENDA,2015
1288969,015214,ETR CABUCU DE BAIXO,151,Guaratiba                 ,7,TERRITORIAL,100,256.142857,32596.94,32596.94,COMPRA E VENDA,2015
1288970,031765,ETR MORRO CAVADO,151,Guaratiba                 ,7,TERRITORIAL,0.517142,26600,12929.598571,2503624.475714,COMPRA E VENDA,2015
1288971,034652,ETR DO PIAI,151,Guaratiba                 ,3,TERRITORIAL,100,360,74742.55,74742.55,COMPRA E VENDA,2015
1288972,125724,RUA 36 PAA 6172/PAL 18529,151,Guaratiba                 ,3,TERRITORIAL,100,317.333333,48956.856666,48956.856666,COMPRA E VENDA,2015
1288973,125989,RUA EULALIA LAHMEYER LOBO (PROF),151,Guaratiba                 ,2,TERRITORIAL,100,360,13259.15,13259.15,COMPRA E VENDA,2015
1288974,126201,RUA 85 PAL 18529,151,Guaratiba                 ,2,TERRITORIAL,100,387,47936.93,47936.93,COMPRA E VENDA,2015
1288975,135756,AVN ARNALDO LAGE,151,Guaratiba                 ,3,TERRITORIAL,100,372.666666,88805.616666,88805.616666,COMPRA E VENDA,2015
1288976,135806,RUA TASSO DA SILVEIRA,151,Guaratiba                 ,2,TERRITORIAL,100,360,59950.18,59950.18,COMPRA E VENDA,2015
1288977,136036,RUA VARGEM DO CEDRO,151,Guaratiba                 ,2,TERRITORIAL,100,497.5,116913.83,116913.83,COMPRA E VENDA,2015
1288978,001016,RUA SURUMU,153,Pedra de Guaratiba        ,5,TERRITORIAL,12.69,7485.8,245975.094,2081364.832,COMPRA E VENDA,2015
1288979,125534,RUA SOLD ANELIO DA LUZ,153,Pedra de Guaratiba        ,2,TERRITORIAL,50,360,97372.74,194745.48,COMPRA E VENDA,2015
1288980,086157,RUA OSWALDO SEABRA,017,Laranjeiras               ,2,TERRITORIAL,75,530,386000,551999.995,COMPRA E VENDA,2016
1288981,067520,ETR DA CANOA,031,São Conrado               ,2,TERRITORIAL,100,1729,830000.01,830000.01,COMPRA E VENDA,2016
1288982,067660,RUA CAPURI,031,São Conrado               ,2,TERRITORIAL,100,758,831162.84,831162.84,COMPRA E VENDA,2016
1288983,087890,RUA DOUTOR DILERMANDO CRUZ,033,Tijuca                    ,2,TERRITORIAL,50,400,143295.29,286590.58,COMPRA E VENDA,2016
1288984,083451,BLV VINTE E OITO DE SETEMBRO,036,Vila Isabel               ,2,TERRITORIAL,100,601.5,2599999.99,2599999.99,COMPRA E VENDA,2016
1288985,018176,RUA JOAO ROMEIRO,082,Cascadura                 ,2,TERRITORIAL,100,1139.5,457855.665,457855.665,COMPRA E VENDA,2016
1288986,006163,RUA ALTO GARCAS,151,Guaratiba                 ,2,TERRITORIAL,100,225,31713.16,31713.16,COMPRA E VENDA,2015
1288987,006270,RUA SILVANIA,151,Guaratiba                 ,2,TERRITORIAL,100,229,41569.96,41569.96,COMPRA E VENDA,2015
1288988,006502,RUA 75 PAL 16810,151,Guaratiba                 ,5,TERRITORIAL,100,225,18856.48,18856.48,COMPRA E VENDA,2015
1288989,006627,RUA 87 PAL 16810,151,Guaratiba                 ,3,TERRITORIAL,100,225,18856.48,18856.48,COMPRA E VENDA,2015
1288990,006940,RUA VASCO LIMA,151,Guaratiba                 ,6,TERRITORIAL,100,1172.5,94930.05,94930.05,COMPRA E VENDA,2015
1288991,021477,AVN GASPAR DE LEMOS,151,Guaratiba                 ,3,TERRITORIAL,52.806666,47804.333333,707520.213333,1630084.28,COMPRA E VENDA,2015
1288992,034058,ETR DA PEDRA,151,Guaratiba                 ,3,TERRITORIAL,100,600,108342.42,108342.42,COMPRA E VENDA,2015
1288993,053462,RUA MAL TAUMATURGO,151,Guaratiba                 ,17,TERRITORIAL,6.442941,10500,42234.384117,655496.835882,COMPRA E VENDA,2015
1288994,109835,VIA SERV 2 PAL 21840,151,Guaratiba                 ,3,TERRITORIAL,100,10000,347170.036666,347170.036666,COMPRA E VENDA,2015
1288995,126045,RUA MARIO LAGO,151,Guaratiba                 ,2,TERRITORIAL,100,360,55586.42,55586.42,COMPRA E VENDA,2015
1288996,135723,AVN NELSON MOURA BRAZIL AMARAL,151,Guaratiba                 ,4,TERRITORIAL,100,363.5,83569.38,83569.38,COMPRA E VENDA,2015
1288997,135731,AVN JOAO CAFE FILHO,151,Guaratiba                 ,3,TERRITORIAL,100,379,88501.283333,88501.283333,COMPRA E VENDA,2015
1288998,135764,AVN JOSE MARIOZZI FILHO,151,Guaratiba                 ,5,TERRITORIAL,100,349.2,79086.244,79086.244,COMPRA E VENDA,2015
1288999,135780,RUA ANTONIO PEREIRA DA SILVA,151,Guaratiba                 ,2,TERRITORIAL,100,360,53995.92,53995.92,COMPRA E VENDA,2015
1289000,135970,RUA QUIXOA,151,Guaratiba                 ,2,TERRITORIAL,100,360,59950.18,59950.18,COMPRA E VENDA,2015
1289001,136119,RUA DAMOLANDIA,151,Guaratiba                 ,3,TERRITORIAL,100,378.666666,73398.22,73398.22,COMPRA E VENDA,2015
1289002,136127,RUA CHA DO PILAR,151,Guaratiba                 ,2,TERRITORIAL,100,511.5,96342.485,96342.485,COMPRA E VENDA,2015
1289003,136168,RUA GABRIEL MILITAO MACHADO,151,Guaratiba                 ,3,TERRITORIAL,100,350.666666,70069.983333,70069.983333,COMPRA E VENDA,2015
1289004,225409,RUA DEOCLECIO MELIM,151,Guaratiba                 ,4,TERRITORIAL,62.5,615.5,169544.3875,240088.775,COMPRA E VENDA,2015
1289005,228072,RUA LU PETERSON (ARQUIT),151,Guaratiba                 ,5,TERRITORIAL,61.822,597.4,52466.814,86482.652,COMPRA E VENDA,2015
1289006,125625,RUA ALTIN DE CARVALHO,153,Pedra de Guaratiba        ,2,TERRITORIAL,100,367.5,212777.44,212777.44,COMPRA E VENDA,2015
1289007,202994,RUA FLOR DE LOTUS,007,Rio Comprido              ,4,TERRITORIAL,100,125,9847.95,9847.95,COMPRA E VENDA,2016
1289008,106872,RUA GELABERT SIMAS,049,Jardim América            ,3,TERRITORIAL,100,250,30972.34,30972.34,COMPRA E VENDA,2016
1289009,041954,RUA MERCURIO,114,Pavuna                    ,2,TERRITORIAL,100,355,1378298.025,1378298.025,COMPRA E VENDA,2016
1289010,020727,ETR DE CAMORIM,115,Jacarepaguá               ,5,TERRITORIAL,100,2134.4,2340356.49,2340356.49,COMPRA E VENDA,2016
1289011,162974,RUA YONA MAGALHAES (ATRIZ),115,Jacarepaguá               ,2,TERRITORIAL,75,752,356822.425,475763.23,COMPRA E VENDA,2016
1289012,188755,RUA JANETE CLAIR,115,Jacarepaguá               ,2,TERRITORIAL,100,225,126555,126555,COMPRA E VENDA,2016
1289013,198275,RUA DURBAN,115,Jacarepaguá               ,3,TERRITORIAL,100,120,79611.493333,79611.493333,COMPRA E VENDA,2016
1289014,016048,AVN TTECEL MUNIZ DE ARAGAO,116,Anil                      ,9,TERRITORIAL,0.337777,7174.333333,4756.951111,1494050.967777,COMPRA E VENDA,2016
1289015,024331,ETR DOS BANDEIRANTES,122,Taquara                   ,4,TERRITORIAL,0.785,21392,25998.27,2706236.535,COMPRA E VENDA,2016
1289016,225516,RUA RUBEM BRAGA,128,Barra da Tijuca           ,8,TERRITORIAL,100,684.625,1711562.49125,1711562.49125,COMPRA E VENDA,2016
1289017,225672,RUA ITALO ROSSI,128,Barra da Tijuca           ,5,TERRITORIAL,100,638,1595000.01,1595000.01,COMPRA E VENDA,2016
1289018,213538,RUA JACKIE PARIS (CANTOR),151,Guaratiba                 ,2,TERRITORIAL,100,225,40544.53,40544.53,COMPRA E VENDA,2015
1289019,225417,RUA LUIZ CHAVES,151,Guaratiba                 ,2,TERRITORIAL,100,626,244387.07,244387.07,COMPRA E VENDA,2015
1289020,126599,RUA SOLD PRIM CANES,153,Pedra de Guaratiba        ,2,TERRITORIAL,100,300,149377.1,149377.1,COMPRA E VENDA,2015
1289021,126615,RUA EURICLYDES DE JESUS ZERBINI(ME,153,Pedra de Guaratiba        ,2,TERRITORIAL,100,300,136578.97,136578.97,COMPRA E VENDA,2015
1289022,106674,RUA EDMUNDO JUNIOR,159,Parque Colúmbia           ,2,TERRITORIAL,100,313.5,100122.64,100122.64,COMPRA E VENDA,2015
1289023,200071,RUA 1 PAL 40976,144,Campo Grande,6,TERRITORIAL,100,15417.666666,172325.23,172325.23,PROMESSA DE COMPRA E VENDA,2015
1289024,061069,AVN PRES VARGAS,005,Centro                    ,2,TERRITORIAL,100,132,1258233,1258233,COMPRA E VENDA,2016
1289025,086140,RUA COUTO FERNANDES,017,Laranjeiras               ,3,TERRITORIAL,50,418.333333,261000.003333,522000.006666,COMPRA E VENDA,2016
1289026,076711,RUA MARQ DE SAO VICENTE,029,Gávea                     ,2,TERRITORIAL,4.555,537,364168,7993922.5,COMPRA E VENDA,2016
1289027,024075,RUA GUAIBA,045,Brás de Pina              ,3,TERRITORIAL,100,320,92663.336666,92663.336666,COMPRA E VENDA,2016
1289028,021865,RUA EWBANCK DA CAMARA,083,Madureira                 ,2,TERRITORIAL,100,368,281591.105,281591.105,COMPRA E VENDA,2016
1289029,046417,RUA UCA,099,Jardim Guanabara          ,2,TERRITORIAL,33.13,625,128214.52,386990.35,COMPRA E VENDA,2016
1289030,001271,RUA PROF LINDOLFO GOMES,114,Pavuna                    ,19,TERRITORIAL,100,1434,1237241.58,1237241.58,COMPRA E VENDA,2016
1289031,211797,RUA JOSE AUGUSTO DE MORAES,114,Pavuna                    ,3,TERRITORIAL,100,125,116840.236666,116840.236666,COMPRA E VENDA,2016
1289032,024331,ETR DOS BANDEIRANTES,115,Jacarepaguá               ,2,TERRITORIAL,75,1394.5,1282183.135,1953392.365,COMPRA E VENDA,2016
1289033,059154,RUA PROF GOMES DE SOUZA,115,Jacarepaguá               ,4,TERRITORIAL,50.83,2334.5,463574.5425,2043766.8675,COMPRA E VENDA,2016
1289034,208157,RUA DA ADORACAO,119,Curicica                  ,2,TERRITORIAL,100,225,145763.48,145763.48,COMPRA E VENDA,2016
1289035,204206,RUA JOAO ALBERTO DOS SANTOS,121,Pechincha                 ,2,TERRITORIAL,100,885,384611.77,384611.77,COMPRA E VENDA,2016
1289036,048777,RUA CONEGO FELIPE,122,Taquara                   ,2,TERRITORIAL,100,569,432085.05,432085.05,COMPRA E VENDA,2016
1289037,034660,ETR DO PICAPAU,127,Itanhangá                 ,2,TERRITORIAL,100,1681.5,264999.99,264999.99,COMPRA E VENDA,2016
1289038,218750,RUA PAULO VIVEIROS,128,Barra da Tijuca           ,2,TERRITORIAL,100,600,870000.01,870000.01,COMPRA E VENDA,2016
1289039,225607,RUA ANGELO DE AQUINO,128,Barra da Tijuca           ,3,TERRITORIAL,100,712.666666,1781666.666666,1781666.666666,COMPRA E VENDA,2016
1289040,225656,RUA FERNANDO BARBOSA LIMA,128,Barra da Tijuca           ,2,TERRITORIAL,100,685,1712500.01,1712500.01,COMPRA E VENDA,2016
1289041,225722,RUA BUZA FERRAZ,128,Barra da Tijuca           ,2,TERRITORIAL,100,790,1974999.995,1974999.995,COMPRA E VENDA,2016
1289042,137547,RUA SALOMAO MALINA,130,Vargem Pequena            ,8,TERRITORIAL,32.695,4353.875,198447.725,1632719.745,COMPRA E VENDA,2016
1289043,137562,RUA PAULO ROBERTO MATHEUS,130,Vargem Pequena            ,7,TERRITORIAL,16.488571,11471.142857,1137797.802857,3719542.081428,COMPRA E VENDA,2016
1289044,197384,RUA MARIO LISBOA DE CARVALHO,131,Vargem Grande             ,2,TERRITORIAL,100,1000,208343.32,208343.32,COMPRA E VENDA,2016
1289045,095604,VIA 4 PAA 8997S/SRV K PLT515512915,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,2.5,15085,528000.01,21120000.4,COMPRA E VENDA,2016
1289046,227546,RUA ANDRE URANI,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,75,538,850570,1127110,COMPRA E VENDA,2016
1289047,227553,RUA 2 PAA 12070/PAL 46823,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,50,529.666666,554825.836666,1109651.673333,COMPRA E VENDA,2016
1289048,229427,RUA 1 PAA 11969/PAL 46400,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,83.333333,592.666666,625000.003333,750000,COMPRA E VENDA,2016
1289049,211789,RUA WERNECK DA SILVA (HISTORIADOR),132,Recreio dos Bandeirantes  ,3,TERRITORIAL,6.673333,549,40000.006666,599281.133333,COMPRA E VENDA,2014
1289050,220137,AVN CESAR MORANI,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,55.453333,822.333333,519984.63,914021.8,COMPRA E VENDA,2014
1289051,221762,RUA NEWTON CAVALCANTI,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,72.75,618.5,435580.13,593172.12,COMPRA E VENDA,2014
1289052,227611,RUA CARLOS ALFREDO MIRANDA,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,50,701.333333,555879.156666,1111758.313333,COMPRA E VENDA,2014
1289053,227652,RUA FRANCISCO GROSS,132,Recreio dos Bandeirantes  ,5,TERRITORIAL,40.1,532.8,403423.994,1030015.768,COMPRA E VENDA,2014
1289054,474064,RUA FRITZ UTZERI (JORNALISTA),132,Recreio dos Bandeirantes  ,2,TERRITORIAL,75,526,540125.735,743950.735,COMPRA E VENDA,2014
1289055,474072,RUA WALMOR CHAGAS (ATOR),132,Recreio dos Bandeirantes  ,3,TERRITORIAL,52.666666,712.333333,483964.163333,922607.866666,COMPRA E VENDA,2014
1289056,112383,AVN MAL FONTENELLE,135,Vila Militar              ,2,TERRITORIAL,100,205.5,68602.82,68602.82,COMPRA E VENDA,2014
1289057,053827,ETR JAPORE,137,Jardim Sulacap            ,3,TERRITORIAL,100,472,154809.13,154809.13,COMPRA E VENDA,2014
1289058,160671,RUA DIONISIO TEIXEIRA,139,Realengo                  ,2,TERRITORIAL,100,153,61933.31,61933.31,COMPRA E VENDA,2014
1289059,047969,RUA USINA,141,Bangu,2,TERRITORIAL,100,4526,1154570.805,1154570.805,COMPRA E VENDA,2014
1289060,168716,RUA ALFREDO COUTINHO FILHO,142,Senador Camará            ,2,TERRITORIAL,33.33,240,11971.17,35917.1,COMPRA E VENDA,2014
1289061,184374,RUA JOSE D'ARAUJO PAL 38939,142,Senador Camará            ,2,TERRITORIAL,100,225,34495.87,34495.87,COMPRA E VENDA,2014
1289062,015206,ETR CABUCU,144,Campo Grande,6,TERRITORIAL,94.445,872.166666,585806.521666,602631.473333,COMPRA E VENDA,2014
1289063,027797,RUA JUSTINIANO DE CARVALHO,144,Campo Grande,2,TERRITORIAL,100,400,270299.25,270299.25,COMPRA E VENDA,2014
1289064,031351,ETR DO MENDANHA,144,Campo Grande,5,TERRITORIAL,100,183.6,125713.124,125713.124,COMPRA E VENDA,2014
1289065,035279,ETR DA POSSE,144,Campo Grande,2,TERRITORIAL,100,623,470141.355,470141.355,COMPRA E VENDA,2014
1289066,055251,RUA MARCOLINO DA COSTA,144,Campo Grande,2,TERRITORIAL,100,6135,209520.265,209520.265,COMPRA E VENDA,2014
1289067,116897,RUA PAINEL,144,Campo Grande,2,TERRITORIAL,100,600,50527.4,50527.4,COMPRA E VENDA,2014
1289068,130211,RUA A PAL 19789,144,Campo Grande,3,TERRITORIAL,100,360,48107.8,48107.8,COMPRA E VENDA,2014
1289069,130237,RUA C PAL 19789,144,Campo Grande,5,TERRITORIAL,100,375.6,50180.126,50180.126,COMPRA E VENDA,2014
1289070,130328,RUA L PAL 19789,144,Campo Grande,3,TERRITORIAL,100,360,48107.8,48107.8,COMPRA E VENDA,2014
1289071,168088,RUA JORGE CORREA TOMAS,144,Campo Grande,2,TERRITORIAL,100,153,105899.635,105899.635,COMPRA E VENDA,2014
