objectid,cl,logradouro,codbairro,bairro,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação
1287491,052498,RUA APORUNA,149,Santa Cruz                ,8,TERRITORIAL,100,19837.125,733058.58,733058.58,COMPRA E VENDA,2012
1287492,087049,AVN BRASIL,149,Santa Cruz                ,4,TERRITORIAL,79,59230.75,1919951.705,2297951.705,COMPRA E VENDA,2012
1287493,168930,RUA OSWALDO PORTO ROCHA,149,Santa Cruz                ,7,TERRITORIAL,100,267.428571,27610.021428,27610.021428,COMPRA E VENDA,2012
1287494,222224,RUA C PAA 11712/PAL 45370,149,Santa Cruz                ,2,TERRITORIAL,100,225,67925.16,67925.16,COMPRA E VENDA,2012
1287495,000794,RUA RIBEIRAO DO SUL,151,Guaratiba                 ,4,TERRITORIAL,100,384.5,39375.775,39375.775,COMPRA E VENDA,2012
1287496,050419,RUA BORE,125,Vila Valqueire            ,2,TERRITORIAL,51.585,2668,55039.935,353507.87,COMPRA E VENDA,2012
1287497,034660,ETR DO PICAPAU,127,Itanhangá                 ,3,TERRITORIAL,8.33,1296,20000,240096.04,COMPRA E VENDA,2012
1287498,162859,AVN ENGEN SOUZA FILHO,127,Itanhangá                 ,2,TERRITORIAL,62.5,17646.5,741318.585,2091318.585,COMPRA E VENDA,2012
1287499,091330,AVN LUCIO COSTA,128,Barra da Tijuca           ,3,TERRITORIAL,10,44975,16666666.663333,166666666.576666,COMPRA E VENDA,2012
1287500,146878,AVN SENAD DANTON JOBIM,128,Barra da Tijuca           ,4,TERRITORIAL,75.6575,7430.5,1273405.33,13071872.7125,COMPRA E VENDA,2012
1287501,152215,RUA FALA AMENDOEIRA,128,Barra da Tijuca           ,3,TERRITORIAL,100,1675,2398333.34,2398333.34,COMPRA E VENDA,2012
1287502,154666,RUA FIRMO RIBEIRO DUTRA,128,Barra da Tijuca           ,2,TERRITORIAL,100,950,1899999.99,1899999.99,COMPRA E VENDA,2012
1287503,213884,RUA ENIO SILVEIRA,128,Barra da Tijuca           ,9,TERRITORIAL,100,648.666666,1177751.2,1177751.2,COMPRA E VENDA,2012
1287504,225532,RUA BILLY BLANCO,128,Barra da Tijuca           ,3,TERRITORIAL,100,637.333333,1086653.336666,1086653.336666,COMPRA E VENDA,2012
1287505,225649,RUA PEDRO TEIXEIRA SOARES,128,Barra da Tijuca           ,2,TERRITORIAL,100,628.5,1071577.745,1071577.745,COMPRA E VENDA,2012
1287506,110973,RUA JOAO MARQUES CADENGO,130,Vargem Pequena            ,26,TERRITORIAL,2.231923,10066.153846,109268.340769,5341456.801923,COMPRA E VENDA,2012
1287507,137547,RUA SALOMAO MALINA,130,Vargem Pequena            ,16,TERRITORIAL,21.028125,10246.6875,138108.79625,3493882.02,COMPRA E VENDA,2012
1287508,219907,RUA MANOEL SALGADO,130,Vargem Pequena            ,9,TERRITORIAL,66.624444,565.111111,297814.864444,487410.008888,COMPRA E VENDA,2012
1287509,219949,RUA MARIA DE FATIMA GOUVEA,130,Vargem Pequena            ,6,TERRITORIAL,83.303333,435.333333,58948.366666,92773.583333,COMPRA E VENDA,2012
1287510,040915,ETR PACUI,131,Vargem Grande             ,2,TERRITORIAL,4.97,7295,90007.49,1811015.9,COMPRA E VENDA,2012
1287511,024026,ETR DE GRUMARI,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,91.6,117532.333333,1077681.303333,1219477.916666,COMPRA E VENDA,2012
1287512,095521,SRV B PLT 51 55 12915,132,Recreio dos Bandeirantes  ,32,TERRITORIAL,5.624062,17733.15625,1287432.2,117740336.13625,COMPRA E VENDA,2012
1287513,095539,RUA OMAR BANDEIRA RAMIDAN SOBRINHO,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,50.9,15000,2860000.01,8861111.395,COMPRA E VENDA,2012
1287514,095588,AVN D PLT 51 55 12915,132,Recreio dos Bandeirantes  ,13,TERRITORIAL,58.343846,7758.307692,3084524.530769,6250909.696923,COMPRA E VENDA,2012
1287515,095596,SRV I PLT 51 55 12915,132,Recreio dos Bandeirantes  ,5,TERRITORIAL,100,17360.4,17126762.24,17126762.24,COMPRA E VENDA,2012
1287516,095604,VIA 4 PAA 8997S/SRV K PLT515512915,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,92.666666,21355,10597092.096666,11550425.43,COMPRA E VENDA,2012
1287517,095638,ETR BENVINDO DE NOVAES,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,83.333333,898.333333,1427666.666666,1852666.67,COMPRA E VENDA,2012
1287518,101337,VIA SERV B PAL 19170,132,Recreio dos Bandeirantes  ,10,TERRITORIAL,13.911,10842.2,976497.094,6388491.612,COMPRA E VENDA,2012
1287519,104489,RUA F PAL 17906,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100,605,1099999.99,1099999.99,COMPRA E VENDA,2012
1287520,180158,RUA LUIZ PAULISTANO,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,100,636,1141000,1141000,COMPRA E VENDA,2012
1287521,196501,RUA ALBERTO CAVALCANTI,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,38.333333,630,459999.996666,1199999.976666,COMPRA E VENDA,2012
1287522,215616,RUA DOUTOR CESAR CARTEL VILLELA,132,Recreio dos Bandeirantes  ,6,TERRITORIAL,50,527,481666.661666,963333.323333,COMPRA E VENDA,2012
1287523,220947,RUA C PAA 11715/PAL 45384,132,Recreio dos Bandeirantes  ,6,TERRITORIAL,58.333333,525,261071.67,447551.661666,COMPRA E VENDA,2012
1287524,221762,RUA NEWTON CAVALCANTI,132,Recreio dos Bandeirantes  ,5,TERRITORIAL,49.93,625.2,299372.684,599586.862,COMPRA E VENDA,2012
1287525,227637,RUA DARIO DE ALMEIDA MAGALHAES,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,50,662.75,423732.525,847465.05,COMPRA E VENDA,2012
1287526,227645,RUA ELISIO DE OLIVEIRA BELCHIOR,132,Recreio dos Bandeirantes  ,13,TERRITORIAL,53.846153,574.461538,392417.803076,733097.032307,COMPRA E VENDA,2012
1287527,154963,RUA MARINO SILVA,140,Padre Miguel              ,2,TERRITORIAL,100,153,18972.56,18972.56,COMPRA E VENDA,2012
1287528,200279,RUA AFRODITE,140,Padre Miguel              ,3,TERRITORIAL,100,127.333333,26233.576666,26233.576666,COMPRA E VENDA,2012
1287529,139337,RUA ACANTO,141,Bangu,2,TERRITORIAL,35.04,428,43465.17,124044.43,COMPRA E VENDA,2012
1287530,163774,RUA JOSE DO AMARAL VILELA,141,Bangu,3,TERRITORIAL,100,143.333333,27816.403333,27816.403333,COMPRA E VENDA,2012
1287531,189399,RUA ETELVINO ANTONIO DA SILVA,142,Senador Camará            ,2,TERRITORIAL,100,297.5,18554.275,18554.275,COMPRA E VENDA,2012
1287532,116400,RUA 16 PAL 24477,143,Santíssimo                ,22,TERRITORIAL,100,305.272727,40617.619545,40617.619545,COMPRA E VENDA,2012
1287533,166801,RUA OTTO MARIA CARPEAUX,143,Santíssimo                ,2,TERRITORIAL,100,129,22633.47,22633.47,COMPRA E VENDA,2012
1287534,197194,RUA JOSE MAXIMINIANO NETO,143,Santíssimo                ,2,TERRITORIAL,100,257.5,37556.9,37556.9,COMPRA E VENDA,2012
1287535,215731,RUA C PAA 11663/PAL 45187,143,Santíssimo                ,2,TERRITORIAL,100,140,24250.15,24250.15,COMPRA E VENDA,2012
1287536,015214,ETR CABUCU DE BAIXO,144,Campo Grande,2,TERRITORIAL,75,329.5,100743.645,130412.49,COMPRA E VENDA,2012
1287537,051631,RUA FREDERICO DE MENEZES,144,Campo Grande,2,TERRITORIAL,100,22,96505.23,96505.23,COMPRA E VENDA,2012
1287538,054080,ETR JOAO MELO,144,Campo Grande,2,TERRITORIAL,100,233,79617.165,79617.165,COMPRA E VENDA,2012
1287539,055269,ETR SERRA ALTA,144,Campo Grande,14,TERRITORIAL,100,645.357142,22834.252857,22834.252857,COMPRA E VENDA,2012
1287540,096917,RUA MARIO GIBSON BARBOSA,144,Campo Grande,4,TERRITORIAL,100,136,30515.395,30515.395,COMPRA E VENDA,2012
1287541,109181,RUA TRONCO DO IPE,144,Campo Grande,2,TERRITORIAL,85,308.5,103159.625,121242.005,COMPRA E VENDA,2012
1287542,141218,RUA FRANCISCO MORAIS,144,Campo Grande,2,TERRITORIAL,100,120,61293.86,61293.86,COMPRA E VENDA,2012
1287543,162057,RUA PEDRO VASCONCELOS,144,Campo Grande,2,TERRITORIAL,100,122,58685.61,58685.61,COMPRA E VENDA,2012
1287544,168088,RUA JORGE CORREA TOMAS,144,Campo Grande,3,TERRITORIAL,100,153,67814.48,67814.48,COMPRA E VENDA,2012
1287545,170696,RUA DOM FELICIANO,144,Campo Grande,4,TERRITORIAL,100,120,21665.8275,21665.8275,COMPRA E VENDA,2012
1287546,170720,RUA FAXINAL DA BOA VISTA,144,Campo Grande,3,TERRITORIAL,100,120,22323.093333,22323.093333,COMPRA E VENDA,2012
1287547,170951,RUA ONCA DE PITANGUI,144,Campo Grande,2,TERRITORIAL,100,120,22590.075,22590.075,COMPRA E VENDA,2012
1287548,175208,RUA JULIO FRANCISCO SANTOS,144,Campo Grande,9,TERRITORIAL,100,256.444444,27526.838888,27526.838888,COMPRA E VENDA,2012
1287549,175216,RUA ARTUR SANTOS,144,Campo Grande,5,TERRITORIAL,100,273,33591.092,33591.092,COMPRA E VENDA,2012
1287550,175224,RUA JOAO FERREIRA,144,Campo Grande,13,TERRITORIAL,100,236.076923,13542.671538,13542.671538,COMPRA E VENDA,2012
1287551,175240,RUA SEVERINO DA SILVA,144,Campo Grande,9,TERRITORIAL,100,235.111111,98299.841111,98299.841111,COMPRA E VENDA,2012
1287552,175265,RUA JOSE TELES VALANZUELA,144,Campo Grande,3,TERRITORIAL,100,277.333333,101387.223333,101387.223333,COMPRA E VENDA,2012
1287553,178244,RUA RAIMUNDO MONIZ CANTANHEDE,144,Campo Grande,2,TERRITORIAL,100,292.5,101150.46,101150.46,COMPRA E VENDA,2012
1287554,196881,RUA FERNANDO CHALTEIN,144,Campo Grande,2,TERRITORIAL,100,138,60353.63,60353.63,COMPRA E VENDA,2012
1287555,197871,RUA GILBERTO MARTINS RIBEIRO,144,Campo Grande,2,TERRITORIAL,100,231,91087.57,91087.57,COMPRA E VENDA,2012
1287556,197996,RUA EBENESER NUNES DO NASCIMENTO,144,Campo Grande,2,TERRITORIAL,100,365,14048.79,14048.79,COMPRA E VENDA,2012
1287557,198028,RUA TATAJUBA,144,Campo Grande,2,TERRITORIAL,100,425,153886.72,153886.72,COMPRA E VENDA,2012
1287558,199257,RUA ACHILLES RODRIGUES DA COSTA,144,Campo Grande,2,TERRITORIAL,100,218,79617.15,79617.15,COMPRA E VENDA,2012
1287559,211391,RUA A PAA 11216/PAL 44344,144,Campo Grande,4,TERRITORIAL,100,235,117309.6425,117309.6425,COMPRA E VENDA,2012
1287560,212035,RUA DARCY RIBEIRO (EDUCADOR),144,Campo Grande,5,TERRITORIAL,90,129.6,23169.254,26044.742,COMPRA E VENDA,2012
1287561,000810,RUA INIMUTABA,151,Guaratiba                 ,2,TERRITORIAL,100,360,26913.21,26913.21,COMPRA E VENDA,2012
1287562,000885,RUA Y PAL 19600,151,Guaratiba                 ,2,TERRITORIAL,100,360,25230.96,25230.96,COMPRA E VENDA,2012
1287563,004952,RUA MANUEL FERRAZ ALMEIDA,151,Guaratiba                 ,3,TERRITORIAL,8.42,9509,68418.466666,812570.853333,COMPRA E VENDA,2012
1287564,005819,RUA PORTO CAMARGO,151,Guaratiba                 ,3,TERRITORIAL,100,225,11979.983333,11979.983333,COMPRA E VENDA,2012
1287565,006577,RUA TEFE,151,Guaratiba                 ,2,TERRITORIAL,100,226.5,30573.835,30573.835,COMPRA E VENDA,2012
1287566,012435,ETR ATERRADO DO RIO,151,Guaratiba                 ,4,TERRITORIAL,75,319,14621.61,19800.9,COMPRA E VENDA,2012
1287567,031765,ETR MORRO CAVADO,151,Guaratiba                 ,12,TERRITORIAL,19.494166,24890.083333,54190.586666,1964548.729166,COMPRA E VENDA,2012
1287568,034652,ETR DO PIAI,151,Guaratiba                 ,5,TERRITORIAL,100,361.2,35370.908,35370.908,COMPRA E VENDA,2012
1287569,125724,RUA 36 PAA 6172/PAL 18529,151,Guaratiba                 ,7,TERRITORIAL,86,331.428571,18680.045714,21025.955714,COMPRA E VENDA,2012
1287570,126078,RUA 72 PAL 18529,151,Guaratiba                 ,3,TERRITORIAL,100,300,12624.75,12624.75,COMPRA E VENDA,2012
1287571,126086,RUA JECE VALADAO,151,Guaratiba                 ,3,TERRITORIAL,100,378,28080.513333,28080.513333,COMPRA E VENDA,2012
1287572,126508,RUA MARIQUITA,151,Guaratiba                 ,2,TERRITORIAL,100,322,27400.335,27400.335,COMPRA E VENDA,2012
1287573,135756,AVN ARNALDO LAGE,151,Guaratiba                 ,3,TERRITORIAL,100,360,39457.9,39457.9,COMPRA E VENDA,2012
1287574,136069,RUA FENIX,151,Guaratiba                 ,3,TERRITORIAL,100,548,72964.056666,72964.056666,COMPRA E VENDA,2012
1287575,136184,RUA DOMINGOS ALVES MEIRA,151,Guaratiba                 ,3,TERRITORIAL,100,378,37653.17,37653.17,COMPRA E VENDA,2012
1287576,163881,RUA GERARDO BRAGA,151,Guaratiba                 ,2,TERRITORIAL,100,260,16357.81,16357.81,COMPRA E VENDA,2012
1287577,024026,ETR DE GRUMARI,152,Barra de Guaratiba        ,4,TERRITORIAL,87.1775,1080,26849.765,28377.945,COMPRA E VENDA,2012
1287578,125385,AVN CARLOS DA SILVA ROCHA,153,Pedra de Guaratiba        ,6,TERRITORIAL,100,364,69564.585,69564.585,COMPRA E VENDA,2012
1287579,125583,RUA POPULINA,153,Pedra de Guaratiba        ,3,TERRITORIAL,100,360,96599.243333,96599.243333,COMPRA E VENDA,2012
1287580,126516,RUA SALETE,153,Pedra de Guaratiba        ,2,TERRITORIAL,100,300,60739.105,60739.105,COMPRA E VENDA,2012
1287581,134908,AVN LITORANEA PAL 18529,153,Pedra de Guaratiba        ,2,TERRITORIAL,100,273.5,35236.275,35236.275,COMPRA E VENDA,2012
1287582,107409,RUA MINIST PINTO DA LUZ,047,Parada de Lucas           ,4,TERRITORIAL,25,2783,86483.89,345935.56,PROMESSA DE COMPRA E VENDA,2012
1287583,204198,RUA JOSE PAULINO PEREIRA,127,Itanhangá                 ,2,TERRITORIAL,100,4741,268999.99,268999.99,PROMESSA DE COMPRA E VENDA,2012
1287584,120469,AVN PREF DULCIDIO CARDOSO,128,Barra da Tijuca           ,2,TERRITORIAL,76,9977,17607866.925,18126513.32,PROMESSA DE COMPRA E VENDA,2012
1287585,108605,RUA RIO DE CONTAS,144,Campo Grande,6,TERRITORIAL,100,365,20478.873333,20478.873333,PROMESSA DE COMPRA E VENDA,2012
1287586,225433,RUA ROBERTO MARTINS,151,Guaratiba                 ,2,TERRITORIAL,100,623.5,31227.155,31227.155,PROMESSA DE COMPRA E VENDA,2012
1287587,095356,RUA PROF OLINTO DE OLIVEIRA,014,Santa Teresa              ,2,TERRITORIAL,100,804.5,471500.005,471500.005,COMPRA E VENDA,2013
1287588,085910,RUA CAMPO BELO,017,Laranjeiras               ,2,TERRITORIAL,100,399.5,507500,507500,COMPRA E VENDA,2013
1287589,067520,ETR DA CANOA,031,São Conrado               ,5,TERRITORIAL,82.83,1263.2,370000,928176.678,COMPRA E VENDA,2013
1287590,088500,RUA 4 CIA INTER AMERICANA,031,São Conrado               ,3,TERRITORIAL,100,697.666666,276666.66,276666.66,COMPRA E VENDA,2013
1287591,107409,RUA MINIST PINTO DA LUZ,047,Parada de Lucas           ,2,TERRITORIAL,50,2783,287662.11,575324.225,COMPRA E VENDA,2013
1287592,009456,AVN AFONSO TAUNAY,128,Barra da Tijuca           ,2,TERRITORIAL,4,542,179800,4495000,COMPRA E VENDA,2012
1287593,088070,AVN GAL GUEDES DA FONTOURA,128,Barra da Tijuca           ,2,TERRITORIAL,16.67,444,400000,2399520.1,COMPRA E VENDA,2012
1287594,100339,AVN ALDA GARRIDO,128,Barra da Tijuca           ,2,TERRITORIAL,4,595,179800,4495000,COMPRA E VENDA,2012
1287595,100453,RUA JOHN KENNEDY,128,Barra da Tijuca           ,2,TERRITORIAL,91.67,540,5700000,6217955.71,COMPRA E VENDA,2012
1287596,151837,RUA IBERE NAZARETH,128,Barra da Tijuca           ,2,TERRITORIAL,100,1028.5,2191934.045,2191934.045,COMPRA E VENDA,2012
1287597,161976,RUA COLBERT COELHO,128,Barra da Tijuca           ,11,TERRITORIAL,100,875.727272,1698377.812727,1698377.812727,COMPRA E VENDA,2012
1287598,198473,AVN JOAO CABRAL DE MELLO NETO,128,Barra da Tijuca           ,2,TERRITORIAL,100,9936,455000.005,455000.005,COMPRA E VENDA,2012
1287599,213876,RUA GONZAGUINHA,128,Barra da Tijuca           ,5,TERRITORIAL,100,769.2,1407874.584,1407874.584,COMPRA E VENDA,2012
1287600,213892,RUA CARLOS DRUMMOND DE ANDRADE,128,Barra da Tijuca           ,8,TERRITORIAL,88.125,663.75,967141.41625,1091828.8925,COMPRA E VENDA,2012
1287601,214452,RUA DEBORAH OEI PRINCE(BAILARINA),128,Barra da Tijuca           ,3,TERRITORIAL,100,600,1022974.536666,1022974.536666,COMPRA E VENDA,2012
1287602,223578,RUA LUIZ MARIO MIRANDA,128,Barra da Tijuca           ,2,TERRITORIAL,100,600,959039.645,959039.645,COMPRA E VENDA,2012
1287603,223677,RUA JAYME LANDMAN,128,Barra da Tijuca           ,2,TERRITORIAL,100,600,959039.645,959039.645,COMPRA E VENDA,2012
1287604,225516,RUA RUBEM BRAGA,128,Barra da Tijuca           ,10,TERRITORIAL,100,710.6,1205264.012,1205264.012,COMPRA E VENDA,2012
1287605,225581,RUA AYRTON LUIZ GONCALVES,128,Barra da Tijuca           ,2,TERRITORIAL,100,765.5,1331107.495,1331107.495,COMPRA E VENDA,2012
1287606,225672,RUA ITALO ROSSI,128,Barra da Tijuca           ,6,TERRITORIAL,100,638,1065460.003333,1065460.003333,COMPRA E VENDA,2012
1287607,227793,RUA RODOLFO FERNANDES (JORNALISTA),128,Barra da Tijuca           ,2,TERRITORIAL,100,1038,2205750.96,2205750.96,COMPRA E VENDA,2012
1287608,014316,ETR BOCA DO MATO,130,Vargem Pequena            ,21,TERRITORIAL,1.035714,15100.095238,137669.884761,13987011.199047,COMPRA E VENDA,2012
1287609,094326,RUA PROF SANTOS MOREIRA,130,Vargem Pequena            ,9,TERRITORIAL,13.888888,4938,29263.955555,1856077.408888,COMPRA E VENDA,2012
1287610,108993,RUA SILVIO ELIA,130,Vargem Pequena            ,5,TERRITORIAL,2.18,11385,92286.63,4318037.022,COMPRA E VENDA,2012
1287611,197475,RUA FROTA AGUIAR FILHO,130,Vargem Pequena            ,4,TERRITORIAL,100,982.5,36921.0125,36921.0125,COMPRA E VENDA,2012
1287612,227280,RUA ZILDA ARNS NEUMANN,130,Vargem Pequena            ,2,TERRITORIAL,100,360,210988.855,210988.855,COMPRA E VENDA,2012
1287613,009571,RUA ZENITILDES ALVES MEIRA,131,Vargem Grande             ,16,TERRITORIAL,2.85125,10330.625,31010.95875,1186565.674375,COMPRA E VENDA,2012
1287614,009605,VIA SERV 5 PAL 20489,131,Vargem Grande             ,19,TERRITORIAL,4.216315,9988.68421,36430.616842,1757174.317368,COMPRA E VENDA,2012
1287615,009639,VIA SERV 8 PAL 20489,131,Vargem Grande             ,10,TERRITORIAL,3.292,12501.6,32095.75,908187.15,COMPRA E VENDA,2012
1287616,037531,CAM DO SACARRAO,131,Vargem Grande             ,2,TERRITORIAL,0.61,33517,2641.665,433019.97,COMPRA E VENDA,2012
1287617,037556,ETR DO SACARRAO,131,Vargem Grande             ,4,TERRITORIAL,27.515,10283.5,143848.28,430132.17,COMPRA E VENDA,2012
1287618,053538,PRC VARGEM GRANDE,131,Vargem Grande             ,66,TERRITORIAL,0.631666,16842,5038.486515,1033844.425151,COMPRA E VENDA,2012
1287619,095497,ETR VEREAD ALCEU DE CARVALHO,131,Vargem Grande             ,7,TERRITORIAL,2.998571,8076,64629.664285,4148252.555714,COMPRA E VENDA,2012
1287620,097337,ETR CAP PEDRO AFONSO,131,Vargem Grande             ,5,TERRITORIAL,82.858,1974.4,181325.504,200942.646,COMPRA E VENDA,2012
1287621,035089,ETR DO PONTAL,132,Recreio dos Bandeirantes  ,4,TERRITORIAL,80.1825,9057.25,1268124.9975,1642189.77,COMPRA E VENDA,2012
1287622,044651,AVN EW PLT 52 22 143,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,56.666666,645.333333,396666.656666,729999.973333,COMPRA E VENDA,2012
1287623,097915,RUA EUZEBIO DE ALMEIDA,137,Jardim Sulacap            ,2,TERRITORIAL,100,905,41912.205,41912.205,COMPRA E VENDA,2012
1287624,160713,RUA ROBERTO DE LUCA,139,Realengo                  ,2,TERRITORIAL,100,153,43370.33,43370.33,COMPRA E VENDA,2012
1287625,010629,ETR AGUA BRANCA,140,Padre Miguel              ,4,TERRITORIAL,100,888.25,45597.1825,45597.1825,COMPRA E VENDA,2012
1287626,016436,RUA TIBAGI,141,Bangu,3,TERRITORIAL,100,210,101243.28,101243.28,COMPRA E VENDA,2012
1287627,166413,RUA EXPEDITO RIBEIRO DOS SANTOS,141,Bangu,2,TERRITORIAL,100,151.5,56099.375,56099.375,COMPRA E VENDA,2012
1287628,184465,RUA ALBERTO FERREIRA DE SOUZA,141,Bangu,2,TERRITORIAL,100,153,39555.025,39555.025,COMPRA E VENDA,2012
1287629,187146,RUA PEDRO POMAR,141,Bangu,3,TERRITORIAL,100,226.333333,40697.82,40697.82,COMPRA E VENDA,2012
1287630,203125,RUA LUIZ SIMOES LOPES,141,Bangu,3,TERRITORIAL,100,153,28978.92,28978.92,COMPRA E VENDA,2012
1287631,204248,RUA TANGARA DA SERRA,141,Bangu,3,TERRITORIAL,83.333333,170.666666,26297.06,31801.54,COMPRA E VENDA,2012
1287632,205351,RUA GILDO BORGES,141,Bangu,3,TERRITORIAL,100,193,67936.093333,67936.093333,COMPRA E VENDA,2012
1287633,183467,RUA ANTONIO DE PADUA COSTA,142,Senador Camará            ,2,TERRITORIAL,100,135,10196.72,10196.72,COMPRA E VENDA,2012
1287634,116418,RUA 17 PAL 24477,143,Santíssimo                ,8,TERRITORIAL,100,300,27689.03,27689.03,COMPRA E VENDA,2012
1287635,116434,RUA 19 PAL 24477,143,Santíssimo                ,3,TERRITORIAL,100,349.666666,56352.73,56352.73,COMPRA E VENDA,2012
1287636,015206,ETR CABUCU,144,Campo Grande,11,TERRITORIAL,95.454545,437.272727,160234.444545,166014.707272,COMPRA E VENDA,2012
1287637,028175,ETR DO LAMEIRAO PEQUENO,144,Campo Grande,2,TERRITORIAL,50.005,54450,139964.56,251453.41,COMPRA E VENDA,2012
1287638,031351,ETR DO MENDANHA,144,Campo Grande,5,TERRITORIAL,100,36973.6,789094.456,789094.456,COMPRA E VENDA,2012
1287639,034017,RUA ARATANHA,144,Campo Grande,2,TERRITORIAL,100,328.5,80635.075,80635.075,COMPRA E VENDA,2012
1287640,040873,ETR DO TINGUI,144,Campo Grande,10,TERRITORIAL,100,319.7,20426.509,20426.509,COMPRA E VENDA,2012
1287641,102061,AVN ALHAMBRA,144,Campo Grande,2,TERRITORIAL,100,360,44229.2,44229.2,COMPRA E VENDA,2012
1287642,130245,RUA D PAL 19789,144,Campo Grande,5,TERRITORIAL,100,420.8,35870.94,35870.94,COMPRA E VENDA,2012
1287643,137208,RUA JOSE SOARES FERREIRA,144,Campo Grande,14,TERRITORIAL,100,225.714285,13966.559285,13966.559285,COMPRA E VENDA,2012
1287644,161745,RUA VIRGOLINO ALVES CARDIA,144,Campo Grande,2,TERRITORIAL,100,120,24647.05,24647.05,COMPRA E VENDA,2012
1287645,164830,RUA DOS CRAVOS,144,Campo Grande,2,TERRITORIAL,100,151,68466.545,68466.545,COMPRA E VENDA,2012
1287646,170654,RUA HAROLDO DE FREITAS CAMACHO,144,Campo Grande,4,TERRITORIAL,100,120,27581.22,27581.22,COMPRA E VENDA,2012
1287647,170670,RUA DOS AMIGOS,144,Campo Grande,2,TERRITORIAL,100,120,23637.625,23637.625,COMPRA E VENDA,2012
1287648,170852,RUA IGUAI,144,Campo Grande,3,TERRITORIAL,100,127.333333,29732.943333,29732.943333,COMPRA E VENDA,2012
1287649,175125,RUA HERMENEGILDO TEIXEIRA LOYOLA,144,Campo Grande,2,TERRITORIAL,100,65.5,52622.675,52622.675,COMPRA E VENDA,2012
1287650,175174,RUA MANUEL ANTONIO BARROS,144,Campo Grande,3,TERRITORIAL,100,128,58245.633333,58245.633333,COMPRA E VENDA,2012
1287651,181081,RUA JOAO JOSE DE QUEIROZ,144,Campo Grande,2,TERRITORIAL,100,153,75639.24,75639.24,COMPRA E VENDA,2012
1287652,181115,RUA THIAGO PONTES,144,Campo Grande,9,TERRITORIAL,100,161.111111,75719.098888,75719.098888,COMPRA E VENDA,2012
1287653,181164,RUA VASCONCELLOS TORRES,144,Campo Grande,3,TERRITORIAL,100,317.666666,153886.72,153886.72,COMPRA E VENDA,2012
1287654,181321,RUA GEONISIO BARROSO,144,Campo Grande,2,TERRITORIAL,100,182,80203.67,80203.67,COMPRA E VENDA,2012
1287655,185215,RUA PROJ A PAL 40213,144,Campo Grande,2,TERRITORIAL,100,357,58683.445,58683.445,COMPRA E VENDA,2012
1287656,192450,RUA MAURO FERREIRA LEAO,144,Campo Grande,2,TERRITORIAL,100,242.5,43921.55,43921.55,COMPRA E VENDA,2012
1287657,192708,RUA FLAVIO RANGEL,144,Campo Grande,2,TERRITORIAL,100,225,96505.23,96505.23,COMPRA E VENDA,2012
1287658,212043,RUA BOCAIUVA CUNHA ( DEP),144,Campo Grande,8,TERRITORIAL,100,138.375,27977.8675,27977.8675,COMPRA E VENDA,2012
1287659,212324,RUA GERALDO DA SILVA (JORNAL),144,Campo Grande,3,TERRITORIAL,100,171.666666,86071.766666,86071.766666,COMPRA E VENDA,2012
1287660,214221,RUA FAUSTO GARCIA,144,Campo Grande,5,TERRITORIAL,100,216.2,81014.778,81014.778,COMPRA E VENDA,2012
1287661,214270,RUA BRASINHA,144,Campo Grande,3,TERRITORIAL,100,185,93625.106666,93625.106666,COMPRA E VENDA,2012
1287662,218396,RUA SILVIO BARBATO (MAESTRO),144,Campo Grande,6,TERRITORIAL,100,247,114446.973333,114446.973333,COMPRA E VENDA,2012
1287663,220368,RUA NARA LEAO,144,Campo Grande,15,TERRITORIAL,100,125,65242.389333,65242.389333,COMPRA E VENDA,2012
1287664,221291,RUA ELIAKIM ARAUJO (JORN),144,Campo Grande,3,TERRITORIAL,66.666666,375,13987.513333,22603.426666,COMPRA E VENDA,2012
1287665,221945,RUA YARA VARGAS,144,Campo Grande,5,TERRITORIAL,100,288.6,126173.39,126173.39,COMPRA E VENDA,2012
1287666,221952,RUA NOVA MONTEIRO,144,Campo Grande,3,TERRITORIAL,100,225,98219.053333,98219.053333,COMPRA E VENDA,2012
1287667,225789,RUA MARIO MACHADO AMARAL,144,Campo Grande,2,TERRITORIAL,100,128,63902.12,63902.12,COMPRA E VENDA,2012
1287668,228007,RUA 1 PAA 12034/PAL 46683,144,Campo Grande,5,TERRITORIAL,100,242.6,46777.948,46777.948,COMPRA E VENDA,2012
1287669,015735,ETR DO CAMPINHO,147,Cosmos                    ,3,TERRITORIAL,100,11619.666666,1463095.906666,1463095.906666,COMPRA E VENDA,2012
1287670,111336,RUA COREMAS,147,Cosmos                    ,2,TERRITORIAL,100,300,68735.47,68735.47,COMPRA E VENDA,2012
